Name	SMILES	H298	S298	300 K	400 K	500 K	600 K	800 K	1000 K	1500 K	Comment
61-P-ForEt	c1c(ccc(c1)CC)C=O	-23.56	101.596830518	38.7	49.09	58.1	65.57	77.05	84.9	94.89	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
62-O-VinMe	c1ccc(c(c1)C)C=C	27.24	92.8468305179	34.97	44.86	53.56	60.78	71.84	79.72	91.4	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-(Cds-Cds)) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + ring(Benzene)
63-M-VinMe	c1cc(cc(c1)C)C=C	27.24	92.8468305179	34.97	44.86	53.56	60.78	71.84	79.72	91.4	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-(Cds-Cds)) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + ring(Benzene)
64-P-VinMe	c1c(ccc(c1)C=C)C	27.24	92.8468305179	34.97	44.86	53.56	60.78	71.84	79.72	91.4	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-(Cds-Cds)) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + ring(Benzene)
65-O-VinEt	c1cccc(c1C=C)CC	22.38	102.186830518	40.81	52.47	62.54	70.79	83.33	92.26	105.16	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-(Cds-Cds)) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + ring(Benzene)
66-M-VinEt	c1ccc(cc1C=C)CC	22.38	102.186830518	40.81	52.47	62.54	70.79	83.33	92.26	105.16	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-(Cds-Cds)) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + ring(Benzene)
67-P-VinEt	c1c(ccc(c1)C=C)CC	22.38	102.186830518	40.81	52.47	62.54	70.79	83.33	92.26	105.16	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-(Cds-Cds)) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + ring(Benzene)
68-O-MeEt	c1cccc(c1C)CC	-1.04	96.5336610359	36.52	47.33	56.98	65.09	77.61	86.6	99.8	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-Cs) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + ring(Benzene)
69-M-MeEt	c1cc(cc(c1)C)CC	-1.04	96.5336610359	36.52	47.33	56.98	65.09	77.61	86.6	99.8	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-Cs) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + ring(Benzene)
70-P-MeEt	c1c(ccc(c1)C)CC	-1.04	96.5336610359	36.52	47.33	56.98	65.09	77.61	86.6	99.8	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-Cs) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + ring(Benzene)
71-1,2,3-TOH	c1ccc(c(c1O)O)O	-106.5	89.1068305179	34.32	42.72	49.44	54.39	61.38	65.76	72.72	Thermo group additivity estimation: group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
72-1,2,4-TOH	c1(c(cc(cc1)O)O)O	-106.5	89.1068305179	34.32	42.72	49.44	54.39	61.38	65.76	72.72	Thermo group additivity estimation: group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
73-1,3,5-TOH	c1(cc(cc(c1)O)O)O	-106.5	89.1068305179	34.32	42.72	49.44	54.39	61.38	65.76	72.72	Thermo group additivity estimation: group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
74-1,2,3-TMeO	c1ccc(c(c1OC)OC)OC	-90.9	115.587322072	50.19	63.84	74.28	82.47	95.61	104.04	116.94	Thermo group additivity estimation: group(Cs-OsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CsCb) + other(R) + group(Os-CsCb) + other(R) + group(Os-CsCb) + other(R) + ring(Benzene)
75-1,2,4-TMeO	c1(c(cc(cc1)OC)OC)OC	-90.9	115.587322072	50.19	63.84	74.28	82.47	95.61	104.04	116.94	Thermo group additivity estimation: group(Cs-OsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CsCb) + other(R) + group(Os-CsCb) + other(R) + group(Os-CsCb) + other(R) + ring(Benzene)
76-1,3,5-TMeO	c1c(cc(cc1OC)OC)OC	-90.9	115.587322072	50.19	63.84	74.28	82.47	95.61	104.04	116.94	Thermo group additivity estimation: group(Cs-OsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CsCb) + other(R) + group(Os-CsCb) + other(R) + group(Os-CsCb) + other(R) + ring(Benzene)
77-1,2,3-TFor	c1ccc(c(c1C=O)C=O)C=O	-71.73	109.206830518	42.84	51.54	58.98	65.16	74.88	80.76	85.14	Thermo group additivity estimation: group(Cb-(Cds-Od)) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Od-Cd) + other(R) + group(Od-Cd) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
78-1,2,4-TFor	c1(C=O)cc(ccc1C=O)C=O	-71.73	109.206830518	42.84	51.54	58.98	65.16	74.88	80.76	85.14	Thermo group additivity estimation: group(Cb-(Cds-Od)) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Od-Cd) + other(R) + group(Od-Cd) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
79-1,3,5-TFor	c1c(cc(cc1C=O)C=O)C=O	-71.73	109.206830518	42.84	51.54	58.98	65.16	74.88	80.76	85.14	Thermo group additivity estimation: group(Cb-(Cds-Od)) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Od-Cd) + other(R) + group(Od-Cd) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
80-1,2,3-TVin	c1ccc(c(c1C=C)C=C)C=C	66.09	110.976830518	49.17	61.68	72.3	80.82	93.72	102.84	115.95	Thermo group additivity estimation: group(Cb-(Cds-Cds)) + other(R) + group(Cb-(Cds-Cds)) + other(R) + group(Cb-(Cds-Cds)) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + group(Cds-CdsHH) + other(R) + group(Cds-CdsHH) + other(R) + ring(Benzene)
81-1,2,4-TVin	c1(C=C)c(cc(cc1)C=C)C=C	66.09	110.976830518	49.17	61.68	72.3	80.82	93.72	102.84	115.95	Thermo group additivity estimation: group(Cb-(Cds-Cds)) + other(R) + group(Cb-(Cds-Cds)) + other(R) + group(Cb-(Cds-Cds)) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + group(Cds-CdsHH) + other(R) + group(Cds-CdsHH) + other(R) + ring(Benzene)
82-1,3,5-TVin	c1c(cc(cc1C=C)C=C)C=C	66.09	110.976830518	49.17	61.68	72.3	80.82	93.72	102.84	115.95	Thermo group additivity estimation: group(Cb-(Cds-Cds)) + other(R) + group(Cb-(Cds-Cds)) + other(R) + group(Cb-(Cds-Cds)) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + group(Cds-CdsHH) + other(R) + group(Cds-CdsHH) + other(R) + ring(Benzene)
83-1,2,3-TMe	c1(c(c(ccc1)C)C)C	-4.17	94.0173220717	36.3	46.26	55.62	63.72	76.56	85.86	99.87	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cs-CbHHH) + other(R) + group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-Cs) + other(R) + group(Cb-Cs) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + ring(Benzene)
84-1,2,4-TMe	c1(C)cc(ccc1C)C	-4.17	94.0173220717	36.3	46.26	55.62	63.72	76.56	85.86	99.87	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cs-CbHHH) + other(R) + group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-Cs) + other(R) + group(Cb-Cs) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + ring(Benzene)
85-1,3,5-TMe	c1(cc(cc(c1)C)C)C	-4.17	94.0173220717	36.3	46.26	55.62	63.72	76.56	85.86	99.87	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cs-CbHHH) + other(R) + group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-Cs) + other(R) + group(Cb-Cs) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + ring(Benzene)
86-1,2,3-TEt	c1(CC)cccc(c1CC)CC	-18.75	122.037322072	53.82	69.09	82.56	93.75	111.03	123.48	141.15	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CbCsHH) + other(R) + group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-Cs) + other(R) + group(Cb-Cs) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + ring(Benzene)
87-1,3,5-TEt	c1(cc(cc(c1)CC)CC)CC	-18.75	122.037322072	53.82	69.09	82.56	93.75	111.03	123.48	141.15	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CbCsHH) + other(R) + group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-Cs) + other(R) + group(Cb-Cs) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + ring(Benzene)
88-1,2-OH-3-For	c1(c(cccc1O)C=O)O	-94.91	97.99	37.16	45.66	52.62	57.98	65.88	70.76	76.86	Thermo group additivity estimation: group(Cb-(Cds-Od)) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
89-1,2-OH-4-For	c1c(ccc(c1O)O)C=O	-94.91	97.99	37.16	45.66	52.62	57.98	65.88	70.76	76.86	Thermo group additivity estimation: group(Cb-(Cds-Od)) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
90-1,2-OH-3-MeO	c1(OC)cccc(c1O)O	-101.3	100.116830518	39.61	49.76	57.72	63.75	72.79	78.52	87.46	Thermo group additivity estimation: group(Cs-OsHHH) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CsCb) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
91-1,2-OH-4-MeO	c1c(ccc(c1O)O)OC	-101.3	100.116830518	39.61	49.76	57.72	63.75	72.79	78.52	87.46	Thermo group additivity estimation: group(Cs-OsHHH) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CsCb) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
92-1,2-OH-3-Me	c1(C)cccc(c1O)O	-72.39	92.9268305179	34.98	43.9	51.5	57.5	66.44	72.46	81.77	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
93-1,2-OH-4-Me	c1c(ccc(c1O)O)C	-72.39	92.9268305179	34.98	43.9	51.5	57.5	66.44	72.46	81.77	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
94-1,2-OH-6-Me	c1ccc(c(c1O)O)C	-72.39	92.9268305179	34.98	43.9	51.5	57.5	66.44	72.46	81.77	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
95-1,3-OH-2-Me	c1ccc(c(c1O)C)O	-72.39	92.9268305179	34.98	43.9	51.5	57.5	66.44	72.46	81.77	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
96-1,3-OH-5-MeO	c1c(cc(cc1O)OC)O	-101.3	100.116830518	39.61	49.76	57.72	63.75	72.79	78.52	87.46	Thermo group additivity estimation: group(Cs-OsHHH) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CsCb) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
97-1,3-OH-5-For	c1c(cc(cc1O)C=O)O	-94.91	97.99	37.16	45.66	52.62	57.98	65.88	70.76	76.86	Thermo group additivity estimation: group(Cb-(Cds-Od)) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
98-1,3-OH-5-Et	c1(cc(cc(c1)O)CC)O	-77.25	102.266830518	40.82	51.51	60.48	67.51	77.93	85.0	95.53	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
99-1-OH-2-MeO-3-For	c1(C=O)cccc(c1OC)O	-89.71	106.816830518	42.45	52.7	60.9	67.34	77.29	83.52	91.6	Thermo group additivity estimation: group(Cs-OsHHH) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CsCb) + other(R) + group(Os-CbH) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
100-1-OH-2-MeO-4-For	c1c(O)c(OC)ccc1C=O	-89.71	106.816830518	42.45	52.7	60.9	67.34	77.29	83.52	91.6	Thermo group additivity estimation: group(Cs-OsHHH) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CsCb) + other(R) + group(Os-CbH) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
101-1-OH-2-MeO-5-For	c1c(O)c(OC)ccc1C=O	-89.71	106.816830518	42.45	52.7	60.9	67.34	77.29	83.52	91.6	Thermo group additivity estimation: group(Cs-OsHHH) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CsCb) + other(R) + group(Os-CbH) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
102-1-OH-2-MeO-6-For	C(=O)c1c(O)c(OC)ccc1	-89.71	106.816830518	42.45	52.7	60.9	67.34	77.29	83.52	91.6	Thermo group additivity estimation: group(Cs-OsHHH) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CsCb) + other(R) + group(Os-CbH) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
103-1-OH,2-MeO,4-Me	c1c(cc(cc1CC)C=O)O	-65.66	108.966830518	43.66	54.45	63.66	71.1	82.43	90.0	99.67	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CbH) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
104-1-OH-2-MeO-4-Et	c1(cc(c(cc1)O)OC)CC	-72.05	111.093661036	46.11	58.55	68.76	76.87	89.34	97.76	110.27	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-Os) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CsCb) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
105-1-OH-2-For-4-Et	c1(c(cc(cc1)CC)C=O)O	-65.66	108.966830518	43.66	54.45	63.66	71.1	82.43	90.0	99.67	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CbH) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
106-1-OH-3-For-4-Et	c1(cc(c(cc1)CC)C=O)O	-65.66	108.966830518	43.66	54.45	63.66	71.1	82.43	90.0	99.67	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CbH) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
107-1-OH-3-For-5-Et	c1c(cc(cc1CC)C=O)O	-65.66	108.966830518	43.66	54.45	63.66	71.1	82.43	90.0	99.67	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-(Cds-Od)) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CbH) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
108-1-OH-2-Vin-3-Et	c1(c(cccc1O)CC)C=C	-19.72	109.556830518	45.77	57.83	68.1	76.32	88.71	97.36	109.94	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-(Cds-Cds)) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
109-1-OH-3-Vin-4-Et	c1c(ccc(c1C=C)CC)O	-19.72	109.556830518	45.77	57.83	68.1	76.32	88.71	97.36	109.94	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-(Cds-Cds)) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
110-1-OH-3-Vin-5-Et	c1(cc(cc(c1)C=C)CC)O	-19.72	109.556830518	45.77	57.83	68.1	76.32	88.71	97.36	109.94	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-(Cds-Cds)) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
111-1-OH-2-Me-4-Et	c1cc(c(cc1CC)C)O	-43.14	103.903661036	41.48	52.69	62.54	70.62	82.99	91.7	104.58	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-Cs) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
112-1-OH-3-Me-5-Et	c1c(cc(cc1C)O)CC	-43.14	103.903661036	41.48	52.69	62.54	70.62	82.99	91.7	104.58	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-Cs) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
113-1-OH-3-Et-4-Me	c1cc(c(cc1O)CC)C	-43.14	103.903661036	41.48	52.69	62.54	70.62	82.99	91.7	104.58	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(R) + group(Cb-Cs) + other(R) + group(Cb-Os) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
