Name	SMILES	H298	S298	300 K	400 K	500 K	600 K	800 K	1000 K	1500 K	Comment
58-P-ForMe	c1c(ccc(c1)C)C=O	-18.7	92.2568305179	32.86	41.48	49.12	55.56	65.56	72.36	81.13	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-(Cds-Od)) + other(1_formyl) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
59-O-ForEt	c1cccc(c1C=O)CC	-21.62	101.026830518	39.66	49.81	58.58	65.83	77.05	84.76	94.67	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(1_Cs_o_2_formyl) + group(Cb-(Cds-Od)) + other(1_formyl) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
60-M-ForEt	c1cc(cc(c1)CC)C=O	-23.56	101.596830518	38.7	49.09	58.1	65.57	77.05	84.9	94.89	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-(Cds-Od)) + other(1_formyl) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
61-P-ForEt	c1c(ccc(c1)CC)C=O	-23.56	101.596830518	38.7	49.09	58.1	65.57	77.05	84.9	94.89	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-(Cds-Od)) + other(1_formyl) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
62-O-VinMe	c1ccc(c(c1)C)C=C	28.34	91.4868305179	36.33	46.2	54.73	61.78	72.53	80.22	91.64	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-(Cds-Cds)) + other(1_vinyl_o_2_Cs) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + ring(Benzene)
63-M-VinMe	c1cc(cc(c1)C)C=C	27.24	92.8468305179	34.97	44.86	53.56	60.78	71.84	79.72	91.4	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-(Cds-Cds)) + other(1_vinyl) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + ring(Benzene)
64-P-VinMe	c1c(ccc(c1)C=C)C	27.24	92.8468305179	34.97	44.86	53.56	60.78	71.84	79.72	91.4	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-(Cds-Cds)) + other(1_vinyl) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + ring(Benzene)
65-O-VinEt	c1cccc(c1C=C)CC	23.48	100.826830518	42.17	53.81	63.71	71.79	84.02	92.76	105.4	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-(Cds-Cds)) + other(1_vinyl_o_2_Cs) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + ring(Benzene)
66-M-VinEt	c1ccc(cc1C=C)CC	22.38	102.186830518	40.81	52.47	62.54	70.79	83.33	92.26	105.16	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-(Cds-Cds)) + other(1_vinyl) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + ring(Benzene)
67-P-VinEt	c1c(ccc(c1)C=C)CC	22.38	102.186830518	40.81	52.47	62.54	70.79	83.33	92.26	105.16	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-(Cds-Cds)) + other(1_vinyl) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + ring(Benzene)
68-O-MeEt	c1cccc(c1C)CC	-0.04	94.9536610359	37.3	48.03	57.6	65.69	78.15	87.08	100.16	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(1_Cs_o_2_Cs) + group(Cb-Cs) + other(1_Cs_o_2_Cs) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + ring(Benzene)
69-M-MeEt	c1cc(cc(c1)C)CC	-1.04	96.5336610359	36.52	47.33	56.98	65.09	77.61	86.6	99.8	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-Cs) + other(1_Cs) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + ring(Benzene)
70-P-MeEt	c1c(ccc(c1)C)CC	-1.04	96.5336610359	36.52	47.33	56.98	65.09	77.61	86.6	99.8	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-Cs) + other(1_Cs) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + ring(Benzene)
71-1,2,3-TOH	c1ccc(c(c1O)O)O	-107.94	86.4268305179	33.03	42.0	49.53	55.35	63.38	68.05	74.48	Thermo group additivity estimation: group(Cb-Os) + other(1_OH_oo_2_OH_3_OH) + group(Cb-Os) + other(1_OH_o_2_OH) + group(Cb-Os) + other(1_OH_o_2_OH) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
72-1,2,4-TOH	c1(c(cc(cc1)O)O)O	-105.48	88.7268305179	34.08	42.46	49.29	54.47	61.84	66.36	73.2	Thermo group additivity estimation: group(Cb-Os) + other(1_OH_op_2_OH_3_OH) + group(Cb-Os) + other(1_OH_o_2_OH) + group(Cb-Os) + other(1_OH_p_2_OH) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
73-1,3,5-TOH	c1(cc(cc(c1)O)O)O	-106.5	89.1068305179	34.32	42.72	49.44	54.39	61.38	65.76	72.72	Thermo group additivity estimation: group(Cb-Os) + other(1_OH) + group(Cb-Os) + other(1_OH) + group(Cb-Os) + other(1_OH) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
74-1,2,3-TMeO	c1ccc(c(c1OC)OC)OC	-83.87	119.307322072	50.19	62.21	72.04	80.07	93.5	102.28	115.89	Thermo group additivity estimation: group(Cs-OsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cb-Os) + other(1_methoxy_oo_2_methoxy_3_methoxy) + group(Cb-Os) + other(1_methoxy_o_2_methoxy) + group(Cb-Os) + other(1_methoxy_o_2_methoxy) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CsCb) + other(R) + group(Os-CsCb) + other(R) + group(Os-CsCb) + other(R) + ring(Benzene)
75-1,2,4-TMeO	c1(c(cc(cc1)OC)OC)OC	-85.64	118.407322072	50.59	63.12	72.96	80.87	94.01	102.61	116.01	Thermo group additivity estimation: group(Cs-OsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cb-Os) + other(1_methoxy_op_2_methoxy_3_methoxy) + group(Cb-Os) + other(1_methoxy_o_2_methoxy) + group(Cb-Os) + other(1_methoxy_p_2_methoxy) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CsCb) + other(R) + group(Os-CsCb) + other(R) + group(Os-CsCb) + other(R) + ring(Benzene)
76-1,3,5-TMeO	c1c(cc(cc1OC)OC)OC	-90.9	115.587322072	50.19	63.84	74.28	82.47	95.61	104.04	116.94	Thermo group additivity estimation: group(Cs-OsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cb-Os) + other(1_methoxy) + group(Cb-Os) + other(1_methoxy) + group(Cb-Os) + other(1_methoxy) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CsCb) + other(R) + group(Os-CsCb) + other(R) + group(Os-CsCb) + other(R) + ring(Benzene)
77-1,2,3-TFor	c1ccc(c(c1C=O)C=O)C=O	-60.49	112.296830518	44.07	52.59	59.86	65.85	74.98	80.21	83.76	Thermo group additivity estimation: group(Cb-(Cds-Od)) + other(1_formyl_oo) + group(Cb-(Cds-Od)) + other(1_formyl_om_o) + group(Cb-(Cds-Od)) + other(1_formyl_om_o) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Od-Cd) + other(R) + group(Od-Cd) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
78-1,2,4-TFor	c1(C=O)cc(ccc1C=O)C=O	-63.17	110.576830518	44.09	52.52	59.72	65.69	74.9	80.33	84.14	Thermo group additivity estimation: group(Cb-(Cds-Od)) + other(1_formyl_om_p) + group(Cb-(Cds-Od)) + other(1_formyl_op) + group(Cb-(Cds-Od)) + other(1_formyl_mp) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Od-Cd) + other(R) + group(Od-Cd) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
79-1,3,5-TFor	c1c(cc(cc1C=O)C=O)C=O	-68.28	109.266830518	44.07	52.26	59.34	65.22	74.58	80.25	84.57	Thermo group additivity estimation: group(Cb-(Cds-Od)) + other(1_formyl_mm) + group(Cb-(Cds-Od)) + other(1_formyl_mm) + group(Cb-(Cds-Od)) + other(1_formyl_mm) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Od-Cd) + other(R) + group(Od-Cd) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
80-1,2,3-TVin	c1ccc(c(c1C=C)C=C)C=C	69.97	109.886830518	51.37	63.2	73.3	81.45	93.81	102.75	115.71	Thermo group additivity estimation: group(Cb-(Cds-Cds)) + other(1_vinyl_oo_2_vinyl_3_vinyl) + group(Cb-(Cds-Cds)) + other(1_vinyl_o_2_vinyl) + group(Cb-(Cds-Cds)) + other(1_vinyl_o_2_vinyl) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + group(Cds-CdsHH) + other(R) + group(Cds-CdsHH) + other(R) + ring(Benzene)
81-1,2,4-TVin	c1(C=C)c(cc(cc1)C=C)C=C	68.03	110.436830518	50.27	62.44	72.8	81.14	93.76	102.8	115.83	Thermo group additivity estimation: group(Cb-(Cds-Cds)) + other(1_vinyl_o_2_vinyl) + group(Cb-(Cds-Cds)) + other(1_vinyl_o_2_vinyl) + group(Cb-(Cds-Cds)) + other(1_vinyl) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + group(Cds-CdsHH) + other(R) + group(Cds-CdsHH) + other(R) + ring(Benzene)
82-1,3,5-TVin	c1c(cc(cc1C=C)C=C)C=C	66.09	110.976830518	49.17	61.68	72.3	80.82	93.72	102.84	115.95	Thermo group additivity estimation: group(Cb-(Cds-Cds)) + other(1_vinyl) + group(Cb-(Cds-Cds)) + other(1_vinyl) + group(Cb-(Cds-Cds)) + other(1_vinyl) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsCbH) + other(R) + group(Cds-CdsHH) + other(R) + group(Cds-CdsHH) + other(R) + group(Cds-CdsHH) + other(R) + ring(Benzene)
83-1,2,3-TMe	c1(c(c(ccc1)C)C)C	-2.17	90.8573220717	37.87	47.65	56.86	64.92	77.65	86.82	100.59	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cs-CbHHH) + other(R) + group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(1_Cs_oo_2_Cs_3_Cs) + group(Cb-Cs) + other(1_Cs_o_2_Cs) + group(Cb-Cs) + other(1_Cs_o_2_Cs) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + ring(Benzene)
84-1,2,4-TMe	c1(C)cc(ccc1C)C	-3.17	92.4373220717	37.08	46.96	56.24	64.32	77.1	86.34	100.23	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cs-CbHHH) + other(R) + group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(1_Cs_o_2_Cs) + group(Cb-Cs) + other(1_Cs_o_2_Cs) + group(Cb-Cs) + other(1_Cs) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + ring(Benzene)
85-1,3,5-TMe	c1(cc(cc(c1)C)C)C	-4.17	94.0173220717	36.3	46.26	55.62	63.72	76.56	85.86	99.87	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cs-CbHHH) + other(R) + group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-Cs) + other(1_Cs) + group(Cb-Cs) + other(1_Cs) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + ring(Benzene)
86-1,2,3-TEt	c1(CC)cccc(c1CC)CC	-16.75	118.877322072	55.39	70.48	83.8	94.95	112.12	124.44	141.87	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CbCsHH) + other(R) + group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(1_Cs_oo_2_Cs_3_Cs) + group(Cb-Cs) + other(1_Cs_o_2_Cs) + group(Cb-Cs) + other(1_Cs_o_2_Cs) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + ring(Benzene)
87-1,3,5-TEt	c1(cc(cc(c1)CC)CC)CC	-18.75	122.037322072	53.82	69.09	82.56	93.75	111.03	123.48	141.15	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CbCsHH) + other(R) + group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-Cs) + other(1_Cs) + group(Cb-Cs) + other(1_Cs) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + ring(Benzene)
88-1,2-OH-3-For	c1(c(cccc1O)C=O)O	-102.18	91.56	34.03	43.15	50.9	57.02	66.07	71.57	78.17	Thermo group additivity estimation: group(Cb-(Cds-Od)) + other(1_formyl) + group(Cb-Os) + other(1_OH_oo_2_formyl_3_OH) + group(Cb-Os) + other(1_OH_o_2_OH) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
89-1,2-OH-4-For	c1c(ccc(c1O)O)C=O	-96.73	96.46	36.13	45.06	52.59	58.51	67.1	72.19	78.1	Thermo group additivity estimation: group(Cb-(Cds-Od)) + other(1_formyl) + group(Cb-Os) + other(1_OH_op_2_OH_3_formyl) + group(Cb-Os) + other(1_OH_o_2_OH) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
90-1,2-OH-3-MeO	c1(OC)cccc(c1O)O	-102.74	97.4368305179	38.32	49.04	57.81	64.71	74.8	80.81	89.23	Thermo group additivity estimation: group(Cs-OsHHH) + other(R) + group(Cb-Os) + other(1_methoxy) + group(Cb-Os) + other(1_OH_oo_2_OH_3_methoxy) + group(Cb-Os) + other(1_OH_o_2_OH) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CsCb) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
91-1,2-OH-4-MeO	c1c(ccc(c1O)O)OC	-100.27	99.7368305179	39.37	49.5	57.57	63.82	73.24	79.11	87.94	Thermo group additivity estimation: group(Cs-OsHHH) + other(R) + group(Cb-Os) + other(1_methoxy) + group(Cb-Os) + other(1_OH_op_2_OH_3_methoxy) + group(Cb-Os) + other(1_OH_o_2_OH) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CsCb) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
92-1,2-OH-3-Me	c1(C)cccc(c1O)O	-73.11	91.5868305179	34.34	43.54	51.54	57.98	67.44	73.6	82.65	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-Os) + other(1_OH_o_2_OH) + group(Cb-Os) + other(1_OH_o_2_OH) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
93-1,2-OH-4-Me	c1c(ccc(c1O)O)C	-73.11	91.5868305179	34.34	43.54	51.54	57.98	67.44	73.6	82.65	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-Os) + other(1_OH_o_2_OH) + group(Cb-Os) + other(1_OH_o_2_OH) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
94-1,2-OH-6-Me	c1ccc(c(c1O)O)C	-73.11	91.5868305179	34.34	43.54	51.54	57.98	67.44	73.6	82.65	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-Os) + other(1_OH_o_2_OH) + group(Cb-Os) + other(1_OH_o_2_OH) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
95-1,3-OH-2-Me	c1ccc(c(c1O)C)O	-72.39	92.9268305179	34.98	43.9	51.5	57.5	66.44	72.46	81.77	Thermo group additivity estimation: group(Cs-CbHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-Os) + other(1_OH) + group(Cb-Os) + other(1_OH) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
96-1,3-OH-5-MeO	c1c(cc(cc1O)OC)O	-101.3	100.116830518	39.61	49.76	57.72	63.75	72.79	78.52	87.46	Thermo group additivity estimation: group(Cs-OsHHH) + other(R) + group(Cb-Os) + other(1_methoxy) + group(Cb-Os) + other(1_OH) + group(Cb-Os) + other(1_OH) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CsCb) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
97-1,3-OH-5-For	c1c(cc(cc1O)C=O)O	-94.91	97.99	37.16	45.66	52.62	57.98	65.88	70.76	76.86	Thermo group additivity estimation: group(Cb-(Cds-Od)) + other(1_formyl) + group(Cb-Os) + other(1_OH) + group(Cb-Os) + other(1_OH) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
98-1,3-OH-5-Et	c1(cc(cc(c1)O)CC)O	-77.25	102.266830518	40.82	51.51	60.48	67.51	77.93	85.0	95.53	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-Os) + other(1_OH) + group(Cb-Os) + other(1_OH) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CbH) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
99-1-OH-2-MeO-3-For	c1(C=O)cccc(c1OC)O	-88.54	105.066830518	41.18	52.41	61.57	68.75	79.27	85.46	92.79	Thermo group additivity estimation: group(Cs-OsHHH) + other(R) + group(Cb-(Cds-Od)) + other(1_formyl) + group(Cb-Os) + other(1_methoxy_o_2_formyl) + group(Cb-Os) + other(1_OH_o_2_methoxy) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CsCb) + other(R) + group(Os-CbH) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
100-1-OH-2-MeO-4-For	c1c(O)c(OC)ccc1C=O	-91.53	105.286830518	41.42	52.1	60.88	67.87	78.51	84.96	92.84	Thermo group additivity estimation: group(Cs-OsHHH) + other(R) + group(Cb-(Cds-Od)) + other(1_formyl) + group(Cb-Os) + other(1_methoxy_p_2_formyl) + group(Cb-Os) + other(1_OH_o_2_methoxy) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CsCb) + other(R) + group(Os-CbH) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
101-1-OH-2-MeO-5-For	c1c(O)c(OC)ccc1C=O	-91.53	105.286830518	41.42	52.1	60.88	67.87	78.51	84.96	92.84	Thermo group additivity estimation: group(Cs-OsHHH) + other(R) + group(Cb-(Cds-Od)) + other(1_formyl) + group(Cb-Os) + other(1_methoxy_p_2_formyl) + group(Cb-Os) + other(1_OH_o_2_methoxy) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CsCb) + other(R) + group(Os-CbH) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
102-1-OH-2-MeO-6-For	C(=O)c1c(O)c(OC)ccc1	-96.98	100.386830518	39.32	50.19	59.18	66.38	77.48	84.33	92.91	Thermo group additivity estimation: group(Cs-OsHHH) + other(R) + group(Cb-(Cds-Od)) + other(1_formyl) + group(Cb-Os) + other(1_methoxy) + group(Cb-Os) + other(1_OH_oo_2_formyl_3_methoxy) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CsCb) + other(R) + group(Os-CbH) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
103-1-OH,2-MeO,4-Me	c1c(cc(cc1CC)C=O)O	-65.66	108.966830518	43.66	54.45	63.66	71.1	82.43	90.0	99.67	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-(Cds-Od)) + other(1_formyl) + group(Cb-Os) + other(1_OH) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CbH) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
104-1-OH-2-MeO-4-Et	c1(cc(c(cc1)O)OC)CC	-72.77	109.753661036	45.46	58.19	68.81	77.35	90.34	98.91	111.15	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cs-OsHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-Os) + other(1_methoxy) + group(Cb-Os) + other(1_OH_o_2_methoxy) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Os-CsCb) + other(R) + group(Os-CbH) + other(R) + ring(Benzene)
105-1-OH-2-For-4-Et	c1(c(cc(cc1)CC)C=O)O	-72.21	103.876830518	41.17	52.3	61.89	69.67	81.62	89.67	100.1	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(1_Cs) + group(Cb-(Cds-Od)) + other(1_formyl) + group(Cb-Os) + other(1_OH_o_2_formyl) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CbH) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
106-1-OH-3-For-4-Et	c1(cc(c(cc1)CC)C=O)O	-63.72	108.396830518	44.62	55.17	64.14	71.36	82.43	89.86	99.45	Thermo group additivity estimation: group(Cs-CbCsHH) + other(R) + group(Cs-CsHHH) + other(R) + group(Cb-Cs) + other(1_Cs_o_2_formyl) + group(Cb-(Cds-Od)) + other(1_formyl) + group(Cb-Os) + other(1_OH) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cb-H) + other(R) + group(Cds-Od(Cds-Cds)H) + other(R) + group(Os-CbH) + other(R) + group(Od-Cd) + other(R) + ring(Benzene)
